	Age	City	Date	Event	Gender	Hand	Module	Run	Sample	Sport	State	Study	Surface	Time	Touches	Type	Wash
CPR_SH.AG097	Adult	Philadelphia	5/23/2013	CHF				1.0	AG097		PA	cpr				shoe	
CPR_CP.AG082	Adult	Philadelphia	5/23/2013	CHF				1.0	AG082		PA	cpr				phone	
CPR_SH.AG084	Adult	Philadelphia	5/23/2013	CHF				1.0	AG084		PA	cpr				shoe	
CPR_SH.AG082	Adult	Philadelphia	5/23/2013	CHF				1.0	AG082		PA	cpr				shoe	
CPR_CP.AG083	Adult	Philadelphia	5/23/2013	CHF				1.0	AG083		PA	cpr				phone	
CPR_SH.AG088	Adult	Philadelphia	5/23/2013	CHF				1.0	AG088		PA	cpr				shoe	
CPR_SH.AG083	Adult	Philadelphia	5/23/2013	CHF				1.0	AG083		PA	cpr				shoe	
CPR_CP.AG088	Adult	Philadelphia	5/23/2013	CHF				1.0	AG088		PA	cpr				phone	
CPR_CP.AG084	Adult	Philadelphia	5/23/2013	CHF				1.0	AG084		PA	cpr				phone	
CPR_CP.AQ077	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ077		CO	cpr				phone	
CPR_CP.AQ070	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ070		CO	cpr				phone	
CPR_SH.AQ071	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ071		CO	cpr				shoe	
CPR_CP.AQ073	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ073		CO	cpr				phone	
CPR_CP.AQ074	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ074		CO	cpr				phone	
CPR_CP.AQ066	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ066		CO	cpr				phone	
CPR_SH.AQ073	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ073		CO	cpr				shoe	
CPR_CP.AQ061	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ061		CO	cpr				phone	
CPR_CP.AQ075	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ075		CO	cpr				phone	
CPR_CP.AQ071	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ071		CO	cpr				phone	
CPR_CP.AQ080	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ080		CO	cpr				phone	
CPR_SH.AQ078	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ078		CO	cpr				shoe	
CPR_SH.AQ065	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ065		CO	cpr				shoe	
CPR_CP.AQ079	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ079		CO	cpr				phone	
CPR_SH.AQ067	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ067		CO	cpr				shoe	
CPR_SH.AQ077	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ077		CO	cpr				shoe	
CPR_SH.AQ070	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ070		CO	cpr				shoe	
CPR_CP.AQ065	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ065		CO	cpr				phone	
CPR_CP.AQ068	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ068		CO	cpr				phone	
CPR_SH.AQ079	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ079		CO	cpr				shoe	
CPR_CP.AQ062	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ062		CO	cpr				phone	
CPR_CP.AQ063	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ063		CO	cpr				phone	
CPR_SH.AQ069	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ069		CO	cpr				shoe	
CPR_SH.AQ061	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ061		CO	cpr				shoe	
CPR_CP.AQ064	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ064		CO	cpr				phone	
CPR_SH.AQ066	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ066		CO	cpr				shoe	
CPR_CP.AQ069	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ069		CO	cpr				phone	
CPR_SH.AQ074	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ074		CO	cpr				shoe	
CPR_SH.AQ072	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ072		CO	cpr				shoe	
CPR_SH.AQ062	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ062		CO	cpr				shoe	
CPR_SH.AQ080	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ080		CO	cpr				shoe	
CPR_SH.AQ064	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ064		CO	cpr				shoe	
CPR_CP.AQ072	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ072		CO	cpr				phone	
CPR_SH.AQ063	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ063		CO	cpr				shoe	
CPR_SH.AQ075	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ075		CO	cpr				shoe	
CPR_CP.AQ078	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ078		CO	cpr				phone	
CPR_CP.AQ067	Kid	Fountain	10/10/2013	ColeMiddle				1.0	AQ067		CO	cpr				phone	
CPR_CP.FX005	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX005		PA	cpr				phone	
CPR_CP.FX009	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX009		PA	cpr				phone	
CPR_SH.FX015	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX015		PA	cpr				shoe	
CPR_CP.FX007	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX007		PA	cpr				phone	
CPR_SH.FX002	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX002		PA	cpr				shoe	
CPR_SH.FX014	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX014		PA	cpr				shoe	
CPR_CP.FX016	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX016		PA	cpr				phone	
CPR_SH.FX004	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX004		PA	cpr				shoe	
CPR_CP.FX014	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX014		PA	cpr				phone	
CPR_CP.FX010	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX010		PA	cpr				phone	
CPR_CP.FX013	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX013		PA	cpr				phone	
CPR_CP.FX012	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX012		PA	cpr				phone	
CPR_CP.FX017	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX017		PA	cpr				phone	
CPR_CP.FX019	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX019		PA	cpr				phone	
CPR_SH.FX005	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX005		PA	cpr				shoe	
CPR_SH.FX018	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX018		PA	cpr				shoe	
CPR_SH.FX003	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX003		PA	cpr				shoe	
CPR_CP.FX015	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX015		PA	cpr				phone	
CPR_CP.FX006	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX006		PA	cpr				phone	
CPR_SH.FX007	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX007		PA	cpr				shoe	
CPR_SH.FX020	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX020		PA	cpr				shoe	
CPR_SH.FX017	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX017		PA	cpr				shoe	
CPR_CP.FX020	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX020		PA	cpr				phone	
CPR_CP.FX008	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX008		PA	cpr				phone	
CPR_CP.FX002	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX002		PA	cpr				phone	
CPR_CP.FX001	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX001		PA	cpr				phone	
CPR_CP.FX003	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX003		PA	cpr				phone	
CPR_CP.FX011	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX011		PA	cpr				phone	
CPR_SH.FX009	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX009		PA	cpr				shoe	
CPR_CP.FX018	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX018		PA	cpr				phone	
CPR_SH.FX011	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX011		PA	cpr				shoe	
CPR_SH.FX008	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX008		PA	cpr				shoe	
CPR_CP.FX004	Mixed	Philadelphia	4/26/2014	DiscoveryDays				4.0	FX004		PA	cpr				phone	
CPR_SH.AH096	Adult	Denver	5/8/2013	DMNS				1.0	AH096		CO	cpr				shoe	
CPR_SH.AH091	Adult	Denver	5/8/2013	DMNS				1.0	AH091		CO	cpr				shoe	
CPR_SH.AH100	Adult	Denver	5/8/2013	DMNS				1.0	AH100		CO	cpr				shoe	
CPR_SH.AH088	Adult	Denver	5/8/2013	DMNS				1.0	AH088		CO	cpr				shoe	
CPR_CP.AH088	Adult	Denver	5/8/2013	DMNS				1.0	AH088		CO	cpr				phone	
CPR_CP.AH089	Adult	Denver	5/8/2013	DMNS				1.0	AH089		CO	cpr				phone	
CPR_CP.AH099	Adult	Denver	5/8/2013	DMNS				1.0	AH099		CO	cpr				phone	
CPR_CP.AH095	Adult	Denver	5/8/2013	DMNS				1.0	AH095		CO	cpr				phone	
CPR_CP.AH091	Adult	Denver	5/8/2013	DMNS				1.0	AH091		CO	cpr				phone	
CPR_CP.AH092	Adult	Denver	5/8/2013	DMNS				1.0	AH092		CO	cpr				phone	
CPR_SH.AH095	Adult	Denver	5/8/2013	DMNS				1.0	AH095		CO	cpr				shoe	
CPR_CP.AH097	Adult	Denver	5/8/2013	DMNS				1.0	AH097		CO	cpr				phone	
CPR_CP.AH083	Adult	Denver	5/8/2013	DMNS				1.0	AH083		CO	cpr				phone	
CPR_SH.AH090	Adult	Denver	5/8/2013	DMNS				1.0	AH090		CO	cpr				shoe	
CPR_CP.AH084	Adult	Denver	5/8/2013	DMNS				1.0	AH084		CO	cpr				phone	
CPR_CP.AH100	Adult	Denver	5/8/2013	DMNS				1.0	AH100		CO	cpr				phone	
CPR_SH.AH083	Adult	Denver	5/8/2013	DMNS				1.0	AH083		CO	cpr				shoe	
CPR_SH.AH086	Adult	Denver	5/8/2013	DMNS				1.0	AH086		CO	cpr				shoe	
CPR_CP.AH086	Adult	Denver	5/8/2013	DMNS				1.0	AH086		CO	cpr				phone	
CPR_SH.AH081	Adult	Denver	5/8/2013	DMNS				1.0	AH081		CO	cpr				shoe	
CPR_CP.AH093	Adult	Denver	5/8/2013	DMNS				1.0	AH093		CO	cpr				phone	
CPR_SH.AH099	Adult	Denver	5/8/2013	DMNS				1.0	AH099		CO	cpr				shoe	
CPR_CP.AH087	Adult	Denver	5/8/2013	DMNS				1.0	AH087		CO	cpr				phone	
CPR_SH.AH082	Adult	Denver	5/8/2013	DMNS				1.0	AH082		CO	cpr				shoe	
CPR_SH.AH092	Adult	Denver	5/8/2013	DMNS				1.0	AH092		CO	cpr				shoe	
CPR_CP.AH081	Adult	Denver	5/8/2013	DMNS				1.0	AH081		CO	cpr				phone	
CPR_SH.AH087	Adult	Denver	5/8/2013	DMNS				1.0	AH087		CO	cpr				shoe	
CPR_CP.AH096	Adult	Denver	5/8/2013	DMNS				1.0	AH096		CO	cpr				phone	
CPR_SH.AH097	Adult	Denver	5/8/2013	DMNS				1.0	AH097		CO	cpr				shoe	
CPR_CP.AH082	Adult	Denver	5/8/2013	DMNS				1.0	AH082		CO	cpr				phone	
CPR_CP.AH090	Adult	Denver	5/8/2013	DMNS				1.0	AH090		CO	cpr				phone	
CPR_SH.AH093	Adult	Denver	5/8/2013	DMNS				1.0	AH093		CO	cpr				shoe	
CPR_SH.AH089	Adult	Denver	5/8/2013	DMNS				1.0	AH089		CO	cpr				shoe	
CPR_CP.FX081	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX081		PA	cpr				phone	
CPR_CP.FZ013	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ013		PA	cpr				phone	
CPR_SH.FZ030	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ030		PA	cpr				shoe	
CPR_CP.FZ030	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ030		PA	cpr				phone	
CPR_SH.FX086	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX086		PA	cpr				shoe	
CPR_SH.FX025	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX025		PA	cpr				shoe	
CPR_SH.FX089	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX089		PA	cpr				shoe	
CPR_CP.FZ020	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ020		PA	cpr				phone	
CPR_CP.FX025	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX025		PA	cpr				phone	
CPR_SH.FX032	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX032		PA	cpr				shoe	
CPR_CP.FX085	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX085		PA	cpr				phone	
CPR_SH.FX085	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX085		PA	cpr				shoe	
CPR_CP.FZ005	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ005		PA	cpr				phone	
CPR_SH.FZ020	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ020		PA	cpr				shoe	
CPR_CP.FX033	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX033		PA	cpr				phone	
CPR_SH.FZ005	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ005		PA	cpr				shoe	
CPR_CP.FX032	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX032		PA	cpr				phone	
CPR_SH.FZ013	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ013		PA	cpr				shoe	
CPR_CP.FX026	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX026		PA	cpr				phone	
CPR_SH.FY099	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FY099		PA	cpr				shoe	
CPR_SH.FX084	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX084		PA	cpr				shoe	
CPR_CP.FX086	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FX086		PA	cpr				phone	
CPR_SH.FZ011	Mixed	Philadelphia	4/30/2014	DrexelLibrary				4.0	FZ011		PA	cpr				shoe	
CPR_SH.FX076	Adult	Philadelphia	5/30/2013	FranklinInstitute				2.0	FX076		PA	cpr				shoe	
CPR_CP.FX069	Adult	Philadelphia	5/30/2013	FranklinInstitute				2.0	FX069		PA	cpr				phone	
CPR_SH.FX069	Adult	Philadelphia	5/30/2013	FranklinInstitute				2.0	FX069		PA	cpr				shoe	
CPR_SH.AG008	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG008		GA	cpr				shoe	
CPR_CP.AG008	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG008		GA	cpr				phone	
CPR_CP.AG018	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG018		GA	cpr				phone	
CPR_SH.AG001	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG001		GA	cpr				shoe	
CPR_CP.AG004	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG004		GA	cpr				phone	
CPR_SH.AG009	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG009		GA	cpr				shoe	
CPR_SH.AG006	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG006		GA	cpr				shoe	
CPR_CP.AG010	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG010		GA	cpr				phone	
CPR_CP.AG012	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG012		GA	cpr				phone	
CPR_SH.AG010	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG010		GA	cpr				shoe	
CPR_CP.AG009	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG009		GA	cpr				phone	
CPR_SH.AG011	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG011		GA	cpr				shoe	
CPR_CP.AG015	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG015		GA	cpr				phone	
CPR_CP.AG007	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG007		GA	cpr				phone	
CPR_SH.AG019	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG019		GA	cpr				shoe	
CPR_CP.AG006	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG006		GA	cpr				phone	
CPR_SH.AG020	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG020		GA	cpr				shoe	
CPR_CP.AG019	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG019		GA	cpr				phone	
CPR_CP.AG013	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG013		GA	cpr				phone	
CPR_SH.AG017	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG017		GA	cpr				shoe	
CPR_SH.AG016	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG016		GA	cpr				shoe	
CPR_SH.AG015	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG015		GA	cpr				shoe	
CPR_CP.AG016	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG016		GA	cpr				phone	
CPR_CP.AG003	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG003		GA	cpr				phone	
CPR_SH.AG012	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG012		GA	cpr				shoe	
CPR_SH.AG007	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG007		GA	cpr				shoe	
CPR_CP.AG017	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG017		GA	cpr				phone	
CPR_SH.AG003	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG003		GA	cpr				shoe	
CPR_CP.AG011	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG011		GA	cpr				phone	
CPR_CP.AG001	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG001		GA	cpr				phone	
CPR_CP.AG002	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG002		GA	cpr				phone	
CPR_SH.AG002	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG002		GA	cpr				shoe	
CPR_SH.AG013	Kid	Atlanta	4/27/2013	Girl Scouts 				2.0	AG013		GA	cpr				shoe	
CPR_SH.FW082	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW082		MD	cpr				shoe	
CPR_SH.FV017	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV017		MD	cpr				shoe	
CPR_CP.FW082	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW082		MD	cpr				phone	
CPR_CP.FW093	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW093		MD	cpr				phone	
CPR_SH.FW097	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW097		MD	cpr				shoe	
CPR_CP.FV003	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV003		MD	cpr				phone	
CPR_SH.FV007	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV007		MD	cpr				shoe	
CPR_SH.FV020	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV020		MD	cpr				shoe	
CPR_SH.FW100	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW100		MD	cpr				shoe	
CPR_CP.FV013	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV013		MD	cpr				phone	
CPR_SH.FW083	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW083		MD	cpr				shoe	
CPR_CP.FV011	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV011		MD	cpr				phone	
CPR_SH.FV018	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV018		MD	cpr				shoe	
CPR_CP.FV007	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV007		MD	cpr				phone	
CPR_SH.FV004	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV004		MD	cpr				shoe	
CPR_CP.FV006	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV006		MD	cpr				phone	
CPR_CP.FW081	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW081		MD	cpr				phone	
CPR_SH.FW085	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW085		MD	cpr				shoe	
CPR_SH.FW081	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW081		MD	cpr				shoe	
CPR_SH.FW093	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW093		MD	cpr				shoe	
CPR_CP.FW083	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW083		MD	cpr				phone	
CPR_CP.FV012	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV012		MD	cpr				phone	
CPR_CP.FV016	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV016		MD	cpr				phone	
CPR_SH.FW090	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW090		MD	cpr				shoe	
CPR_SH.FW096	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW096		MD	cpr				shoe	
CPR_SH.FV013	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV013		MD	cpr				shoe	
CPR_CP.FW092	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW092		MD	cpr				phone	
CPR_SH.FV005	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV005		MD	cpr				shoe	
CPR_CP.FV014	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV014		MD	cpr				phone	
CPR_SH.FW086	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW086		MD	cpr				shoe	
CPR_CP.FW094	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW094		MD	cpr				phone	
CPR_SH.FV009	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV009		MD	cpr				shoe	
CPR_SH.FW087	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW087		MD	cpr				shoe	
CPR_SH.FV012	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV012		MD	cpr				shoe	
CPR_CP.FW095	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW095		MD	cpr				phone	
CPR_SH.FV003	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV003		MD	cpr				shoe	
CPR_SH.FV008	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV008		MD	cpr				shoe	
CPR_SH.FW092	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW092		MD	cpr				shoe	
CPR_SH.FW098	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW098		MD	cpr				shoe	
CPR_CP.FV004	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV004		MD	cpr				phone	
CPR_CP.FV010	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV010		MD	cpr				phone	
CPR_CP.FV020	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV020		MD	cpr				phone	
CPR_SH.FV010	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV010		MD	cpr				shoe	
CPR_SH.FW091	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW091		MD	cpr				shoe	
CPR_SH.FW094	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW094		MD	cpr				shoe	
CPR_SH.FW088	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW088		MD	cpr				shoe	
CPR_CP.FV005	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV005		MD	cpr				phone	
CPR_SH.FV011	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV011		MD	cpr				shoe	
CPR_CP.FW084	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW084		MD	cpr				phone	
CPR_CP.FV009	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV009		MD	cpr				phone	
CPR_CP.FW096	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW096		MD	cpr				phone	
CPR_SH.FV015	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV015		MD	cpr				shoe	
CPR_SH.FV016	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV016		MD	cpr				shoe	
CPR_CP.FV017	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV017		MD	cpr				phone	
CPR_CP.FW100	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW100		MD	cpr				phone	
CPR_CP.FW097	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW097		MD	cpr				phone	
CPR_CP.FW085	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW085		MD	cpr				phone	
CPR_CP.FV018	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV018		MD	cpr				phone	
CPR_CP.FW087	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW087		MD	cpr				phone	
CPR_SH.FV006	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV006		MD	cpr				shoe	
CPR_CP.FW090	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW090		MD	cpr				phone	
CPR_SH.FW095	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW095		MD	cpr				shoe	
CPR_SH.FW099	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW099		MD	cpr				shoe	
CPR_CP.FW098	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW098		MD	cpr				phone	
CPR_SH.FV014	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV014		MD	cpr				shoe	
CPR_CP.FW091	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW091		MD	cpr				phone	
CPR_SH.FV002	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV002		MD	cpr				shoe	
CPR_CP.FW088	Adult	Columbia	6/9/2013	HowardCCC				2.0	FW088		MD	cpr				phone	
CPR_CP.FV002	Adult	Columbia	6/9/2013	HowardCCC				2.0	FV002		MD	cpr				phone	
CPR_SH.FX078	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FX078		MA	cpr				shoe	
CPR_CP.FZ019	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FZ019		MA	cpr				phone	
CPR_SH.FZ036	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FZ036		MA	cpr				shoe	
CPR_SH.FX036	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FX036		MA	cpr				shoe	
CPR_SH.ME023	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	ME023		MA	cpr				shoe	
CPR_CP.FX038	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FX038		MA	cpr				phone	
CPR_SH.FZ039	Mixed	Baltimore	5/4/2014	KidneyFoundation				3.0	FZ039		MA	cpr				shoe	
CPR_CP.FX039	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FX039		MA	cpr				phone	
CPR_SH.FZ019	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FZ019		MA	cpr				shoe	
CPR_CP.ME023	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	ME023		MA	cpr				phone	
CPR_CP.FX078	Mixed	Baltimore	5/4/2014	KidneyFoundation				4.0	FX078		MA	cpr				phone	
